Date,Temperature,Precipitation,Humidity,Visibility,WindSpeed
2017-01-08 10:00:00,-8.333333333333334,0.0,57.0,9.35,2.4135
2017-01-08 11:00:00,-7.222222222222222,0.0,47.0,10.0,0.0
2017-01-08 12:00:00,-5.555555555555555,0.0,42.0,10.0,4.827
2017-01-08 13:00:00,-5.0,0.0,41.0,9.969999999999999,2.4135
2017-01-08 14:00:00,-3.888888888888889,0.0,37.0,10.0,4.827
2017-01-08 15:00:00,-4.444444444444445,0.0,33.0,10.0,4.827
2017-01-08 16:00:00,-4.444444444444445,0.0,35.5,9.969999999999999,6.436
2017-01-08 17:00:00,-5.0,0.0,40.0,10.0,8.045
2017-01-08 18:00:00,-6.111111111111111,0.0,47.0,10.0,8.045
2017-01-08 19:00:00,-6.111111111111111,0.0,47.0,9.969999999999999,8.849499999999999
2017-01-08 20:00:00,-6.666666666666667,0.0,50.0,10.0,11.263
2017-01-08 21:00:00,-6.111111111111111,0.0,50.0,10.0,12.872
2017-01-08 22:00:00,-6.111111111111111,0.0,51.0,9.969999999999999,12.872
2017-01-08 23:00:00,-5.555555555555555,0.0,48.0,10.0,11.263
2017-01-09 00:00:00,-6.111111111111111,0.0,50.0,10.0,12.872
2017-01-09 01:00:00,-6.111111111111111,0.0,51.0,9.969999999999999,12.872
2017-01-09 02:00:00,-5.555555555555555,0.0,52.0,10.0,11.263
2017-01-09 03:00:00,-5.555555555555555,0.0,55.0,10.0,16.09
2017-01-09 04:00:00,-5.555555555555555,0.0,55.0,9.969999999999999,15.285499999999999
2017-01-09 05:00:00,-5.555555555555555,0.0,55.0,10.0,11.263
2017-01-09 06:00:00,-5.555555555555555,0.0,55.0,10.0,12.872
2017-01-09 07:00:00,-5.277777777777778,0.0,55.0,9.969999999999999,13.6765
2017-01-09 08:00:00,-3.888888888888889,0.0,50.0,10.0,16.09
2017-01-09 09:00:00,-1.1111111111111112,0.0,41.0,10.0,20.917
2017-01-09 10:00:00,-0.2777777777777778,0.0,45.0,9.969999999999999,20.917
2017-01-09 11:00:00,2.2222222222222223,0.0,35.0,10.0,20.917
2017-01-09 12:00:00,2.7777777777777777,0.0,36.0,10.0,22.526
2017-01-09 13:00:00,3.0555555555555554,0.0,35.0,9.969999999999999,22.526
2017-01-09 14:00:00,3.888888888888889,0.0,34.0,10.0,14.481
2017-01-09 15:00:00,3.888888888888889,0.0,33.0,10.0,16.09
2017-01-09 16:00:00,3.888888888888889,0.0,33.5,9.969999999999999,18.503500000000003
2017-01-09 17:00:00,3.888888888888889,0.0,36.0,10.0,14.481
2017-01-09 18:00:00,3.3333333333333335,0.0,41.0,10.0,16.09
2017-01-09 19:00:00,3.3333333333333335,0.0,41.0,9.969999999999999,16.8945
2017-01-09 20:00:00,3.3333333333333335,0.0,41.0,10.0,14.481
2017-01-09 21:00:00,3.888888888888889,0.0,36.0,10.0,16.09
2017-01-09 22:00:00,4.166666666666667,0.0,35.5,9.969999999999999,18.503500000000003
